issn;journal_title;oa_model;apc;year;;;
1863-0669;Clean Soil Air Water;Hybrid;3500;2016;;;
1365-2222;Clinical & Experimental Allergy;Hybrid;4200;2016;;;
1365-2249;Clinical & Experimental Immunology;Hybrid;3000;2016;;;
1442-9071;Clinical & Experimental Ophthalmology;Hybrid;3000;2016;;;
1098-2353;Clinical Anatomy;Hybrid;3000;2016;;;
1365-2230;Clinical and Experimental Dermatology;Hybrid;3000;2016;;;
1759-1961;Clinical and Experimental Neuroimmunology;Hybrid;3000;2016;;;
1444-0938;Clinical and Experimental Optometry;Hybrid;3000;2016;;;
1440-1681;Clinical and Experimental Pharmacology and Physiology;Hybrid;3000;2016;;;
1752-8062;Clinical and Translational Science;Hybrid;3000;2016;;;
1932-8737;Clinical Cardiology;Hybrid;3900;2016;;;
1365-2265;Clinical Endocrinology;Hybrid;4000;2016;;;
1399-0004;Clinical Genetics;Hybrid;3600;2016;;;
1708-8208;Clinical Implant Dentistry and Related Research;Hybrid;3800;2016;;;
1758-8111;Clinical Obesity;Hybrid;3000;2016;;;
1600-0501;Clinical Oral Implants Research;Hybrid;3700;2016;;;
1749-4486;Clinical Otolaryngology;Hybrid;4200;2016;;;
1532-6535;Clinical Pharmacology & Therapeutics ;Hybrid;3000;2016;;;
2160-7648;Clinical Pharmacology in Drug Development;Hybrid;3000;2016;;;
1475-097X;Clinical Physiology and Functional Imaging;Hybrid;3000;2016;;;
1742-9552;Clinical Psychologist;Hybrid;3000;2016;;;
1099-0879;Clinical Psychology & Psychotherapy;Hybrid;3100;2016;;;
1468-2850;Clinical Psychology: Science and Practice;Hybrid;3000;2016;;;
1752-699X;Clinical Respiratory Journal - The;Hybrid;3100;2016;;;
1743-498X;Clinical Teacher - The;Hybrid;3000;2016;;;
1399-0012;Clinical Transplantation;Hybrid;3400;2016;;;
1755-5949;CNS Neuroscience & Therapeutics;Hybrid;4100;2016;;;
1465-1858;Cochrane Library;Hybrid;3000;2016;;;
1551-6709;Cognitive Science;Hybrid;3000;2016;;;
1520-6378;Color Research & Application;Hybrid;3100;2016;;;
1478-4408;Coloration Technology;Hybrid;2500;2016;;;
1463-1318;Colorectal Disease;Hybrid;3000;2016;;;
1097-0312;Communications on Pure and Applied Mathematics;Hybrid;4000;2016;;;
1600-0528;Community Dentistry and Oral Epidemiology;Hybrid;3600;2016;;;
1099-0526;Complexity;Hybrid;4000;2016;;;
1467-8640;Computational Intelligence;Hybrid;2500;2016;;;
1546-427X;Computer Animation and Virtual Worlds;Hybrid;2500;2016;;;
1099-0542;Computer Applications in Engineering Education;Hybrid;2500;2016;;;
1467-8659;Computer Graphics Forum;Hybrid;3800;2016;;;
1467-8667;Computer-Aided Civil and Infrastructure Engineering;Hybrid;4000;2016;;;
1552-5023;Concepts in Magnetic Resonance Part A: Bridging Education and Research;Hybrid;2500;2016;;;
1552-504X;Concepts in Magnetic Resonance Part B;Hybrid;2500;2016;;;
1532-0634;Concurrency and Computation: Practice and Experience;Hybrid;3300;2016;;;
1741-4520;Congenital Anomalies;Hybrid;3000;2016;;;
1747-0803;Congenital Heart Disease;Hybrid;2700;2016;;;
1523-1739;Conservation Biology;Hybrid;3000;2016;;;
1467-8675;Constellations;Hybrid;2500;2016;;;
1600-0536;Contact Dermatitis;Hybrid;3800;2016;;;
1911-3846;Contemporary Accounting Research;Hybrid;3000;2016;;;
1465-7287;Contemporary Economic Policy;Hybrid;3000;2016;;;
1555-4317;Contrast Media & Molecular Imaging;Hybrid;3800;2016;;;
1521-3986;Contributions to Plasma Physics;Hybrid;2500;2016;;;
1467-8683;Corporate Governance: An International Review;Hybrid;2500;2016;;;
1535-3966;Corporate Social Responsibility and Environmental Management;Hybrid;2500;2016;;;
2161-007X;Counseling and Values;Hybrid;3000;2016;;;
1746-1405;Counselling and Psychotherapy Research ;Hybrid;3000;2016;;;
1556-6978;Counselor Education and Supervision;Hybrid;3000;2016;;;
1467-8691;Creativity and Innovation Management;Hybrid;2500;2016;;;
1471-2857;Criminal Behaviour and Mental Health;Hybrid;3000;2016;;;
1745-9125;Criminology;Hybrid;3000;2016;;;
1745-9133;Criminology & Public Policy;Hybrid;3000;2016;;;
1467-8705;Critical Quarterly;Hybrid;2500;2016;;;
1939-3881;CrossCurrents;Hybrid;3000;2016;;;
1521-4079;Crystal Research and Technology;Hybrid;3500;2016;;;
2153-9561;Culture, Agriculture, Food & Environment;Hybrid;3000;2016;;;
2151-6952;Curator;Hybrid;2500;2016;;;
1467-8748;Curtis's Botanical Magazine;Hybrid;3000;2016;;;
1552-4930;Cytometry Part A;Hybrid;3000;2016;;;
1552-4957;Cytometry Part B: Clinical Cytometry;Hybrid;3000;2016;;;
1365-2303;Cytopathology;Hybrid;3300;2016;;;
1949-3592;Cytoskeleton;Hybrid;2900;2016;;;
1540-5915;Decision Sciences;Hybrid;3000;2016;;;
1540-4609;Decision Sciences Journal of Innovative Education;Hybrid;3000;2016;;;
1600-9657;Dental Traumatology;Hybrid;3300;2016;;;
1520-6394;Depression and Anxiety;Hybrid;3700;2016;;;
1529-8019;Dermatologic Therapy;Hybrid;2900;2016;;;
1948-7177;Design Management Journal;Hybrid;3000;2016;;;
1948-7169;Design Management Review;Hybrid;3000;2016;;;
1746-1049;Developing Economies - The;Hybrid;3000;2016;;;
1471-8847;Developing World Bioethics;Hybrid;3200;2016;;;
1467-7660;Development and Change;Hybrid;3000;2016;;;
1467-7679;Development Policy Review;Hybrid;3000;2016;;;
1440-169X;Development, Growth & Differentiation;Hybrid;3000;2016;;;
1097-0177;Developmental Dynamics;Hybrid;3000;2016;;;
1469-8749;Developmental Medicine & Child Neurology;Hybrid;3000;2016;;;
1932-846X;Developmental Neurobiology;Hybrid;3900;2016;;;
1098-2302;Developmental Psychobiology;Hybrid;3300;2016;;;
1467-7687;Developmental Science;Hybrid;3200;2016;;;
1463-1326;Diabetes, Obesity and Metabolism;Hybrid;4500;2016;;;
1520-7560;Diabetes/Metabolism Research and Reviews;Hybrid;3300;2016;;;
1464-5491;Diabetic Medicine;Hybrid;3000;2016;;;
1097-0339;Diagnostic Cytopathology;Hybrid;2900;2016;;;
1746-8361;dialectica;Hybrid;3000;2016;;;
1540-6385;Dialog;Hybrid;2500;2016;;;
1756-1221;Die Unterrichtspraxis/Teaching German;Hybrid;3000;2016;;;
1949-3606;Digest of Middle East Studies;Hybrid;3000;2016;;;
1443-1661;Digestive Endoscopy;Hybrid;3000;2016;;;
1467-7717;Disasters;Hybrid;3000;2016;;;
1442-2050;Diseases of the Esophagus;Hybrid;3000;2016;;;
1472-4642;Diversity and Distributions;Hybrid;4200;2016;;;
1465-3362;Drug and Alcohol Review;Hybrid;3000;2016;;;
1098-2299;Drug Development Research;Hybrid;2500;2016;;;
1942-7611;Drug Testing and Analysis;Hybrid;4300;2016;;;
1099-0909;Dyslexia;Hybrid;3000;2016;;;
1751-7893;Early Intervention in Psychiatry;Hybrid;3000;2016;;;
1468-0254;Early Medieval Europe;Hybrid;2500;2016;;;
1096-9837;Earth Surface Processes and Landforms;Hybrid;4200;2016;;;
1096-9845;Earthquake Engineering & Structural Dynamics;Hybrid;3800;2016;;;
1540-8175;Echocardiography;Hybrid;2500;2016;;;
1600-0587;Ecography;Hybrid;2000;2016;;;
1936-0592;Ecohydrology;Hybrid;3600;2016;;;
1939-5582;Ecological Applications;Hybrid;3000;2016;;;
1365-2311;Ecological Entomology;Hybrid;3000;2016;;;
1442-8903;Ecological Management & Restoration;Hybrid;3000;2016;;;
1557-7015;Ecological Monographs;Hybrid;3000;2016;;;
1939-9170;Ecology;Hybrid;3000;2016;;;
1461-0248;Ecology Letters;Hybrid;4300;2016;;;
1600-0633;Ecology of Freshwater Fish;Hybrid;3600;2016;;;
1368-423X;Econometrics Journal - The;Hybrid;3000;2016;;;
1468-0270;Economic Affairs;Hybrid;3000;2016;;;
2330-4847;Economic Anthropology;Hybrid;3000;2016;;;
1944-8287;Economic Geography;Hybrid;3000;2016;;;
1468-0289;Economic History Review - The;Hybrid;3000;2016;;;
1465-7295;Economic Inquiry;Hybrid;3000;2016;;;
1468-0297;Economic Journal - The;Hybrid;3000;2016;;;
1468-0300;Economic Notes;Hybrid;3000;2016;;;
1759-3441;Economic Papers: A journal of applied economics and policy;Hybrid;3000;2016;;;
1475-4932;Economic Record;Hybrid;3000;2016;;;
1468-0343;Economics & Politics;Hybrid;2500;2016;;;
1468-0351;Economics of Transition;Hybrid;3000;2016;;;
1758-6623;Ecumenical Review - The;Hybrid;3000;2016;;;
1741-5446;Educational Theory;Hybrid;3000;2016;;;
1520-6416;Electrical Engineering in Japan;Hybrid;2500;2016;;;
1521-4109;Electroanalysis;Hybrid;3000;2016;;;
1520-6440;Electronics and Communications in Japan;Hybrid;2500;2016;;;
1522-2683;ELECTROPHORESIS;Hybrid;3500;2016;;;
1460-2075;EMBO Journal - The;Hybrid;5200;2016;;;
1469-3178;EMBO Reports;Hybrid;5200;2016;;;
1742-6723;Emergency Medicine Australasia;Hybrid;3000;2016;;;
1601-1546;Endodontic Topics;Hybrid;2500;2016;;;
2194-4296;Energy Technology;Hybrid;3000;2016;;;
1618-2863;Engineering in Life Sciences;Hybrid;3500;2016;;;
1754-8845;English in Education;Hybrid;3000;2016;;;
1475-6757;English Literary Renaissance;Hybrid;3000;2016;;;
1932-5312;ENT Today;Hybrid;3000;2016;;;
1570-7458;Entomologia Experimentalis et Applicata;Hybrid;3000;2016;;;
1748-5967;Entomological Research;Hybrid;3000;2016;;;
1479-8298;Entomological Science;Hybrid;3000;2016;;;
1540-6520;Entrepreneurship Theory and Practice;Hybrid;3000;2016;;;
1098-2280;Environmental and Molecular Mutagenesis;Hybrid;3000;2016;;;
1462-2920;Environmental Microbiology;Hybrid;3500;2016;;;
1758-2229;Environmental Microbiology Reports;Hybrid;3000;2016;;;
1756-9338;Environmental Policy and Governance;Hybrid;2600;2016;;;
1944-7450;Environmental Progress & Sustainable Energy;Hybrid;3000;2016;;;
1522-7278;Environmental Toxicology;Hybrid;3900;2016;;;
1552-8618;Environmental Toxicology & Chemistry;Hybrid;3000;2016;;;
1099-095X;Environmetrics;Hybrid;3600;2016;;;
1528-1167;Epilepsia;Hybrid;3000;2016;;;
1365-2338;EPPO Bulletin;Hybrid;3000;2016;;;
2042-3292;Equine Veterinary Education;Hybrid;3000;2016;;;
2042-3306;Equine Veterinary Journal;Hybrid;3000;2016;;;
1439-0310;Ethology;Hybrid;3600;2016;;;
1548-1352;Ethos;Hybrid;3000;2016;;;
1746-692X;EuroChoices;Hybrid;3000;2016;;;
1099-0968;European Eating Disorders Review;Hybrid;3700;2016;;;
1468-036X;European Financial Management;Hybrid;2800;2016;;;
1365-2354;European Journal of Cancer Care;Hybrid;4200;2016;;;
1365-2362;European Journal of Clinical Investigation;Hybrid;3000;2016;;;
1600-0579;European Journal of Dental Education;Hybrid;2900;2016;;;
1465-3435;European Journal of Education;Hybrid;2500;2016;;;
1600-0609;European Journal of Haematology;Hybrid;3100;2016;;;
1879-0844;European Journal of Heart Failure;Hybrid;3000;2016;;;
1521-4141;European Journal of Immunology;Hybrid;3500;2016;;;
1099-0682;European Journal of Inorganic Chemistry;Hybrid;3000;2016;;;
1438-9312;European Journal of Lipid Science and Technology;Hybrid;3500;2016;;;
1468-1331;European Journal of Neurology;Hybrid;3000;2016;;;
1460-9568;European Journal of Neuroscience;Hybrid;3000;2016;;;
1600-0722;European Journal of Oral Sciences;Hybrid;3000;2016;;;
1099-0690;European Journal of Organic Chemistry;Hybrid;3000;2016;;;
1532-2149;European Journal of Pain;Hybrid;3000;2016;;;
1099-0984;European Journal of Personality;Hybrid;3000;2016;;;
1468-0378;European Journal of Philosophy;Hybrid;2500;2016;;;
1475-6765;European Journal of Political Research;Hybrid;3000;2016;;;
2047-8852;European Journal of Political Research Political Data Yearbook;Hybrid;3000;2016;;;
1099-0992;European Journal of Social Psychology;Hybrid;2500;2016;;;
1365-2389;European Journal of Soil Science;Hybrid;3000;2016;;;
1468-0386;European Law Journal;Hybrid;2500;2016;;;
1740-4762;European Management Review;Hybrid;3000;2016;;;
1558-5646;Evolution ;Hybrid;3000;2016;;;
1525-142X;Evolution & Development;Hybrid;3100;2016;;;
1520-6505;Evolutionary Anthropology: Issues, News, and Reviews;Hybrid;3700;2016;;;
1600-0625;Experimental Dermatology;Hybrid;4100;2016;;;
1469-445X;Experimental Physiology;Hybrid;2250;2016;;;
1747-1567;Experimental Techniques;Hybrid;3000;2016;;;
1468-0394;Expert Systems;Hybrid;2500;2016;;;
1552-3934;Family & Consumer Sciences Research Journal;Hybrid;3000;2016;;;
1744-1617;Family Court Review;Hybrid;3000;2016;;;
1545-5300;Family Process;Hybrid;3000;2016;;;
1741-3729;Family Relations;Hybrid;3000;2016;;;
1460-2695;Fatigue & Fracture of Engineering Materials & Structures;Hybrid;3800;2016;;;
1742-4658;FEBS Journal;Hybrid;3000;2016;;;
1873-3468;FEBS Letters;Hybrid;4000;2016;;;
1522-239X;Feddes Repertorium;Hybrid;2500;2016;;;
1468-0408;Financial Accountability & Management;Hybrid;2500;2016;;;
1755-053X;Financial Management;Hybrid;3000;2016;;;
1468-0416;Financial Markets, Institutions & Instruments;Hybrid;2500;2016;;;
1540-6288;Financial Review - The;Hybrid;3000;2016;;;
1099-1018;Fire and Materials;Hybrid;2500;2016;;;
1475-5890;Fiscal Studies;Hybrid;3000;2016;;;
1467-2979;Fish and Fisheries;Hybrid;3800;2016;;;
1365-2400;Fisheries Management and Ecology;Hybrid;3400;2016;;;
1365-2419;Fisheries Oceanography;Hybrid;3700;2016;;;
1099-1026;Flavour and Fragrance Journal;Hybrid;3600;2016;;;
2042-7166;Focus on Alternative and Complementary Therapies;Hybrid;3000;2016;;;
1949-8535;Focus on Geography;Hybrid;3000;2016;;;
1944-9720;Foreign Language Annals;Hybrid;3000;2016;;;
1743-8594;Foreign Policy Analysis;Hybrid;3000;2016;;;
1439-0329;Forest Pathology;Hybrid;3500;2016;;;
1521-3978;Fortschritte der Physik - Progress of Physics;Hybrid;3500;2016;;;
1365-2427;Freshwater Biology;Hybrid;3700;2016;;;
1615-6854;Fuel Cells;Hybrid;3000;2016;;;
1365-2435;Functional Ecology;Hybrid;3000;2016;;;
1472-8206;Fundamental & Clinical Pharmacology;Hybrid;3000;2016;;;
1931-2261;Future Prescriber;Hybrid;2500;2016;;;
1522-2608;GAMM-Mitteilungen;Hybrid;2500;2016;;;
1468-0424;Gender & History;Hybrid;2500;2016;;;
1468-0432;Gender, Work & Organization;Hybrid;3100;2016;;;
1939-3466;General Anthropology;Hybrid;3000;2016;;;
1365-2443;Genes to Cells;Hybrid;3000;2016;;;
1601-183X;Genes, Brain and Behavior;Hybrid;3000;2016;;;
1098-2264;Genes, Chromosomes & Cancer;Hybrid;3600;2016;;;
1526-968X;Genesis;Hybrid;3600;2016;;;
1098-2272;Genetic Epidemiology;Hybrid;4100;2016;;;
1520-6548;Geoarchaeology;Hybrid;2500;2016;;;
1472-4669;Geobiology;Hybrid;3700;2016;;;
1525-2027;Geochemistry, Geophysics, Geosystems;Hybrid;3500;2016;;;
1468-8123;Geofluids;Hybrid;3500;2016;;;
1468-0459;Geografiska Annaler: Series A, Physical Geography;Hybrid;3000;2016;;;
1468-0467;Geografiska Annaler: Series B, Human Geography;Hybrid;3000;2016;;;
1538-4632;Geographical Analysis;Hybrid;3000;2016;;;
1475-4959;Geographical Journal - The;Hybrid;3000;2016;;;
1745-5871;Geographical Research;Hybrid;3000;2016;;;
1931-0846;Geographical Review;Hybrid;3000;2016;;;
1749-8198;Geography Compass;Hybrid;2500;2016;;;
1099-1034;Geological Journal;Hybrid;3500;2016;;;
1365-2451;Geology Today;Hybrid;3000;2016;;;
1365-2478;Geophysical Prospecting;Hybrid;3000;2016;;;
1944-8007;Geophysical Research Letters;Hybrid;2500;2016;;;
1751-908X;Geostandards and Geoanalytical Research;Hybrid;3000;2016;;;
1447-0594;Geriatrics & Gerontology International;Hybrid;3000;2016;;;
1468-0475;German Economic Review;Hybrid;3000;2016;;;
1468-0483;German Life and Letters;Hybrid;2500;2016;;;
1756-1183;German Quarterly - The;Hybrid;3000;2016;;;
1741-2358;Gerodontology;Hybrid;2500;2016;;;
1098-1136;Glia;Hybrid;4200;2016;;;
1944-9224;Global Biogeochemical Cycles;Hybrid;3500;2016;;;
1365-2486;Global Change Biology;Hybrid;4500;2016;;;
1466-8238;Global Ecology and Biogeography;Hybrid;4300;2016;;;
1471-0374;Global Networks;Hybrid;3000;2016;;;
1758-5899;Global Policy;Hybrid;3000;2016;;;
2042-5805;Global Strategy Journal;Hybrid;3000;2016;;;
1468-0491;Governance;Hybrid;3300;2016;;;
1365-2494;Grass and Forage Science;Hybrid;2500;2016;;;
1744-697X;Grassland Science;Hybrid;3000;2016;;;
2152-3878;Greenhouse Gases: Science and Technology;Hybrid;2500;2016;;;
1745-6584;Ground Water;Hybrid;3000;2016;;;
1745-6592;Ground Water Monitoring & Remediation;Hybrid;3000;2016;;;
1468-2257;Growth and Change;Hybrid;2500;2016;;;
1365-2516;Haemophilia;Hybrid;4300;2016;;;
1552-146X;Hastings Center Report - The;Hybrid;3000;2016;;;
1097-0347;Head & Neck;Hybrid;4300;2016;;;
1526-4610;Headache;Hybrid;3000;2016;;;
1365-2524;Health and Social Care in the Community;Hybrid;4200;2016;;;
1099-1050;Health Economics;Hybrid;4200;2016;;;
1471-1842;Health Information and Libraries Journal;Hybrid;3000;2016;;;
1475-6773;Health Services Research;Hybrid;3000;2016;;;
1523-1496;Heat Transfer-Asian Research;Hybrid;2500;2016;;;
1523-5378;Helicobacter;Hybrid;2500;2016;;;
1522-2675;Helvetica Chimica Acta;Hybrid;2500;2016;;;
1099-1069;Hematological Oncology;Hybrid;3500;2016;;;
1542-4758;Hemodialysis International;Hybrid;3000;2016;;;
1527-3350;Hepatology;Hybrid;4000;2016;;;
1872-034X;Hepatology Research;Hybrid;3000;2016;;;
1098-1071;Heteroatom Chemistry;Hybrid;2500;2016;;;
1468-2265;Heythrop Journal - The;Hybrid;3000;2016;;;
1468-2273;Higher Education Quarterly;Hybrid;2500;2016;;;
1098-1063;Hippocampus;Hybrid;4100;2016;;;
1365-2559;Histopathology;Hybrid;3000;2016;;;
1540-6563;Historian - The;Hybrid;3000;2016;;;
1468-2281;Historical Research;Hybrid;3000;2016;;;
1468-229X;History;Hybrid;3000;2016;;;
1468-2303;History and Theory;Hybrid;3000;2016;;;
1478-0542;History Compass;Hybrid;2500;2016;;;
1748-5959;History of Education Quarterly;Hybrid;3000;2016;;;
1468-1293;HIV Medicine;Hybrid;3000;2016;;;
2059-1101;Howard Journal of Crime and Justice - The;Hybrid;3000;2016;;;
1477-2574;HPB;Hybrid;3000;2016;;;
1097-0193;Human Brain Mapping;Hybrid;4500;2016;;;
1520-6564;Human Factors and Ergonomics in Manufacturing & Service Industries;Hybrid;2500;2016;;;
1098-1004;Human Mutation;Hybrid;4500;2016;;;
1099-1077;Human Psychopharmacology: Clinical and Experimental;Hybrid;3400;2016;;;
1748-8583;Human Resource Management Journal;Hybrid;3100;2016;;;
1099-1085;Hydrological Processes;Hybrid;4200;2016;;;
1527-2001;Hypatia;Hybrid;3000;2016;;;
1474-919X;Ibis;Hybrid;3000;2016;;;
1759-5436;IDS Bulletin;Hybrid;3000;2016;;;
1600-065X;Immunological Reviews;Hybrid;4300;2016;;;
1365-2567;Immunology;Hybrid;3000;2016;;;
1600-0668;Indoor Air;Hybrid;4300;2016;;;
1468-2338;Industrial Relations Journal;Hybrid;2500;2016;;;
1532-7078;Infancy;Hybrid;3000;2016;;;
1522-7219;Infant and Child Development;Hybrid;2500;2016;;;
1097-0355;Infant Mental Health Journal;Hybrid;3000;2016;;;
"1750-4740
(Print only)";infocus Magazine;Hybrid;3000;2016;;;
1365-2575;Information Systems Journal;Hybrid;3900;2016;;;
1752-4598;Insect Conservation and Diversity;Hybrid;3000;2016;;;
1365-2583;Insect Molecular Biology;Hybrid;3000;2016;;;
1744-7917;Insect Science;Hybrid;3000;2016;;;
1551-3793;Integrated Environmental Assessment and Management;Hybrid;3000;2016;;;
1749-4877;Integrative Zoology;Hybrid;3000;2016;;;
1099-1174;Intelligent Systems in Accounting, Finance & Management;Hybrid;2500;2016;;;
1445-5994;Internal Medicine Journal;Hybrid;3000;2016;;;
1468-2346;International Affairs;Hybrid;3000;2016;;;
1875-595X;International Dental Journal;Hybrid;3000;2016;;;
1468-2354;International Economic Review;Hybrid;3000;2016;;;
1365-2591;International Endodontic Journal;Hybrid;3000;2016;;;
